benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57141843032,2225016556534,2282158399566,18475341056.000,18475.341056,0.000,44.00,45.00,44.00,45.00,266.131515,266131.515,0.000000,0.000,266.131515,266131.515
crc32,57142349532,2282290393854,2339432743386,18475504640.000,18475.504640,0.000,44.00,45.00,44.00,45.00,266.064956,266064.956,0.000000,0.000,266.064956,266064.956
crc32,57141601696,2339564766010,2396706367706,18475262976.000,18475.262976,0.000,43.00,45.00,43.00,45.00,266.095153,266095.153,0.000000,0.000,266.095153,266095.153
crc32,57141712704,2396838400110,2453980112814,18475299072.000,18475.299072,0.000,43.00,44.00,43.00,44.00,266.048507,266048.507,0.000000,0.000,266.048507,266048.507
crc32,57142262568,2454112122370,2511254384938,18475476992.000,18475.476992,0.000,43.00,45.00,44.00,45.00,266.053543,266053.543,0.000000,0.000,266.053543,266053.543
crc32,57142548568,2511386402270,2568528950838,18475569408.000,18475.569408,0.000,44.00,45.00,44.00,45.00,266.205673,266205.673,0.000000,0.000,266.205673,266205.673
crc32,57141855860,2568660957078,2625802812938,18475345408.000,18475.345408,0.000,44.00,45.00,44.00,45.00,266.007141,266007.141,0.000000,0.000,266.007141,266007.141
crc32,57141761944,2625934837342,2683076599286,18475314944.000,18475.314944,0.000,44.00,44.00,44.00,44.00,265.982177,265982.177,0.000000,0.000,265.982177,265982.177
crc32,57142224500,2683208644894,2740350869394,18475464448.000,18475.464448,0.000,43.00,45.00,43.00,45.00,266.045013,266045.013,0.000000,0.000,266.045013,266045.013
crc32,57141737724,2740482934842,2797624672566,18475307264.000,18475.307264,0.000,44.00,45.00,44.00,45.00,266.038681,266038.681,0.000000,0.000,266.038681,266038.681
crc32,57141828852,2797756740806,2854898569658,18475336704.000,18475.336704,0.000,44.00,46.00,44.00,46.00,266.123413,266123.413,0.000000,0.000,266.123413,266123.413
crc32,57141958100,2855030640518,2912172598618,18475378176.000,18475.378176,0.000,44.00,45.00,44.00,45.00,266.309234,266309.234,0.000000,0.000,266.309234,266309.234
crc32,57141977804,2912304643746,2969446621550,18475384832.000,18475.384832,0.000,44.00,45.00,44.00,45.00,266.168212,266168.212,0.000000,0.000,266.168212,266168.212
crc32,57141580000,2969578672810,3026720252810,18475256320.000,18475.256320,0.000,44.00,45.00,44.00,45.00,266.069732,266069.732,0.000000,0.000,266.069732,266069.732
crc32,57141971724,3026852319570,3083994291294,18475382784.000,18475.382784,0.000,44.00,44.00,44.00,44.00,266.257705,266257.705,0.000000,0.000,266.257705,266257.705
crc32,57141837772,3084126360810,3141268198582,18475339520.000,18475.339520,0.000,43.00,45.00,43.00,45.00,266.365051,266365.051,0.000000,0.000,266.365051,266365.051
crc32,57141844040,3141400244822,3198542088862,18475341568.000,18475.341568,0.000,44.00,45.00,44.00,45.00,266.428558,266428.558,0.000000,0.000,266.428558,266428.558
crc32,57142567792,3198674144814,3255816712606,18475575552.000,18475.575552,0.000,43.00,46.00,44.00,46.00,266.431320,266431.320,0.000000,0.000,266.431320,266431.320
crc32,57141942204,3255948728162,3313090670366,18475373312.000,18475.373312,0.000,44.00,45.00,44.00,45.00,266.478256,266478.256,0.000000,0.000,266.478256,266478.256
crc32,57142055900,3313222748506,3370364804406,18475410176.000,18475.410176,0.000,44.00,45.00,44.00,45.00,266.206954,266206.954,0.000000,0.000,266.206954,266206.954
crc32,57142129208,3370496845270,3427638974478,18475433728.000,18475.433728,0.000,44.00,45.00,44.00,45.00,266.383651,266383.651,0.000000,0.000,266.383651,266383.651
cubic,46004167400,3427771054102,3473775221502,14874260992.000,14874.260992,0.000,44.00,46.00,44.00,46.00,228.090499,228090.499,0.000000,0.000,228.090499,228090.499
cubic,46004668672,3473907313750,3519911982422,14874423296.000,14874.423296,0.000,43.00,45.00,43.00,45.00,228.100280,228100.280,0.000000,0.000,228.100280,228100.280
cubic,46003998120,3520044062038,3566048060158,14874206208.000,14874.206208,0.000,44.00,45.00,44.00,45.00,228.128540,228128.540,0.000000,0.000,228.128540,228128.540
cubic,46003841876,3566180155598,3612183997474,14874155776.000,14874.155776,0.000,44.00,46.00,44.00,46.00,228.119018,228119.018,0.000000,0.000,228.119018,228119.018
cubic,46004641184,3612316053574,3658320694758,14874414080.000,14874.414080,0.000,44.00,46.00,44.00,46.00,228.239868,228239.868,0.000000,0.000,228.239868,228239.868
cubic,46003594340,3658452744610,3704456338950,14874075904.000,14874.075904,0.000,44.00,46.00,44.00,46.00,228.225570,228225.570,0.000000,0.000,228.225570,228225.570
cubic,46004452408,3704588397026,3750592849434,14874353408.000,14874.353408,0.000,44.00,46.00,44.00,46.00,228.185165,228185.165,0.000000,0.000,228.185165,228185.165
cubic,46004237516,3750724934054,3796729171570,14874283776.000,14874.283776,0.000,44.00,46.00,44.00,46.00,228.323852,228323.852,0.000000,0.000,228.323852,228323.852
cubic,46004535628,3796861260522,3842865796150,14874380032.000,14874.380032,0.000,44.00,47.00,44.00,47.00,228.448776,228448.776,0.000000,0.000,228.448776,228448.776
cubic,46003229728,3842997857822,3889001087550,14873957888.000,14873.957888,0.000,45.00,45.00,45.00,45.00,228.389938,228389.938,0.000000,0.000,228.389938,228389.938
cubic,46004609552,3889133159066,3935137768618,14874404096.000,14874.404096,0.000,44.00,45.00,44.00,45.00,228.328109,228328.109,0.000000,0.000,228.328109,228328.109
cubic,46004129764,3935269838662,3981273968426,14874248960.000,14874.248960,0.000,44.00,46.00,44.00,46.00,228.372421,228372.421,0.000000,0.000,228.372421,228372.421
cubic,46004261000,3981406065350,4027410326350,14874291456.000,14874.291456,0.000,45.00,46.00,45.00,46.00,228.498886,228498.886,0.000000,0.000,228.498886,228498.886
cubic,46005490120,4027542391454,4073547881574,14874688512.000,14874.688512,0.000,45.00,46.00,45.00,46.00,228.411468,228411.468,0.000000,0.000,228.411468,228411.468
cubic,46003160464,4073679999006,4119683159470,14873935360.000,14873.935360,0.000,44.00,45.00,44.00,45.00,228.293807,228293.807,0.000000,0.000,228.293807,228293.807
cubic,46004653284,4119815263874,4165819917158,14874418176.000,14874.418176,0.000,44.00,46.00,44.00,46.00,228.273498,228273.498,0.000000,0.000,228.273498,228273.498
cubic,46003839588,4165951995742,4211955835330,14874155008.000,14874.155008,0.000,45.00,46.00,45.00,46.00,228.355407,228355.407,0.000000,0.000,228.355407,228355.407
cubic,46004918336,4212087922034,4258092840370,14874503936.000,14874.503936,0.000,44.00,46.00,44.00,46.00,228.315612,228315.612,0.000000,0.000,228.315612,228315.612
cubic,46004444748,4258224933842,4304229378590,14874350848.000,14874.350848,0.000,44.00,46.00,44.00,46.00,228.381210,228381.210,0.000000,0.000,228.381210,228381.210
cubic,46003798712,4304361464846,4350365263558,14874141952.000,14874.141952,0.000,45.00,46.00,45.00,46.00,228.225479,228225.479,0.000000,0.000,228.225479,228225.479
cubic,46004535420,4350497375694,4396501911114,14874380288.000,14874.380288,0.000,44.00,45.00,44.00,45.00,228.201629,228201.629,0.000000,0.000,228.201629,228201.629
cubic,46004271432,4396633994942,4442638266374,14874294784.000,14874.294784,0.000,45.00,46.00,45.00,46.00,228.413055,228413.055,0.000000,0.000,228.413055,228413.055
cubic,46004808008,4442770386586,4488775194594,14874468352.000,14874.468352,0.000,45.00,45.00,45.00,45.00,228.504943,228504.943,0.000000,0.000,228.504943,228504.943
cubic,46003851856,4488907298610,4534911150466,14874159104.000,14874.159104,0.000,44.00,46.00,44.00,46.00,228.427719,228427.719,0.000000,0.000,228.427719,228427.719
cubic,46004581420,4535043260162,4581047841582,14874394880.000,14874.394880,0.000,45.00,46.00,45.00,46.00,228.512298,228512.298,0.000000,0.000,228.512298,228512.298
cubic,46004554556,4581179969518,4627184524074,14874386432.000,14874.386432,0.000,44.00,47.00,44.00,47.00,228.435379,228435.379,0.000000,0.000,228.435379,228435.379
cubic,46003566248,4627316636286,4673320202534,14874066432.000,14874.066432,0.000,45.00,46.00,45.00,46.00,228.568817,228568.817,0.000000,0.000,228.568817,228568.817
cubic,46003999328,4673452340034,4719456339362,14874206720.000,14874.206720,0.000,45.00,47.00,45.00,47.00,228.597122,228597.122,0.000000,0.000,228.597122,228597.122
cubic,46003956008,4719588477538,4765592433546,14874192896.000,14874.192896,0.000,45.00,46.00,45.00,46.00,228.405746,228405.746,0.000000,0.000,228.405746,228405.746
cubic,46003925060,4765724583782,4811728508842,14874182912.000,14874.182912,0.000,44.00,47.00,44.00,47.00,228.337646,228337.646,0.000000,0.000,228.337646,228337.646
cubic,46003401128,4811860626690,4857864027818,14874013440.000,14874.013440,0.000,45.00,47.00,45.00,47.00,228.465148,228465.148,0.000000,0.000,228.465148,228465.148
cubic,46004793960,4857996129938,4904000923898,14874464000.000,14874.464000,0.000,45.00,46.00,45.00,46.00,228.456069,228456.069,0.000000,0.000,228.456069,228456.069
cubic,46003504940,4904133052926,4950136557866,14874046976.000,14874.046976,0.000,44.00,46.00,44.00,46.00,228.560775,228560.775,0.000000,0.000,228.560775,228560.775
cubic,46003938880,4950268675278,4996272614158,14874187264.000,14874.187264,0.000,44.00,46.00,44.00,46.00,228.469451,228469.451,0.000000,0.000,228.469451,228469.451
cubic,46004368800,4996404720350,5042409089150,14874326272.000,14874.326272,0.000,45.00,46.00,45.00,46.00,228.477752,228477.752,0.000000,0.000,228.477752,228477.752
cubic,46004091528,5042541233206,5088545324734,14874236672.000,14874.236672,0.000,44.00,47.00,44.00,47.00,228.636322,228636.322,0.000000,0.000,228.636322,228636.322
cubic,46004005192,5088677473742,5134681478934,14874208768.000,14874.208768,0.000,44.00,46.00,44.00,46.00,228.838928,228838.928,0.000000,0.000,228.838928,228838.928
cubic,46003098364,5134813555446,5180816653810,14873915392.000,14873.915392,0.000,45.00,46.00,45.00,46.00,228.466201,228466.201,0.000000,0.000,228.466201,228466.201
cubic,46004667552,5180948764526,5226953432078,14874422784.000,14874.422784,0.000,44.00,46.00,44.00,46.00,228.450027,228450.027,0.000000,0.000,228.450027,228450.027
cubic,46003294616,5227085551910,5273088846526,14873978880.000,14873.978880,0.000,44.00,47.00,44.00,47.00,228.777847,228777.847,0.000000,0.000,228.777847,228777.847
cubic,46003608472,5273220966494,5319224574966,14874080512.000,14874.080512,0.000,44.00,47.00,44.00,47.00,228.671737,228671.737,0.000000,0.000,228.671737,228671.737
cubic,46004281628,5319356707434,5365360989062,14874298112.000,14874.298112,0.000,45.00,47.00,45.00,47.00,228.726150,228726.150,0.000000,0.000,228.726150,228726.150
cubic,46003647684,5365493119130,5411496766814,14874093056.000,14874.093056,0.000,45.00,47.00,45.00,47.00,228.708984,228708.984,0.000000,0.000,228.708984,228708.984
cubic,46004380164,5411628874958,5457633255122,14874329600.000,14874.329600,0.000,45.00,47.00,45.00,47.00,228.722625,228722.625,0.000000,0.000,228.722625,228722.625
cubic,46003274848,5457765378854,5503768653702,14873972736.000,14873.972736,0.000,45.00,47.00,45.00,47.00,228.709091,228709.091,0.000000,0.000,228.709091,228709.091
cubic,46004307576,5503900804810,5549905112386,14874306560.000,14874.306560,0.000,45.00,46.00,45.00,46.00,228.597381,228597.381,0.000000,0.000,228.597381,228597.381
cubic,46003776868,5550037221214,5596040998082,14874135040.000,14874.135040,0.000,44.00,46.00,44.00,46.00,228.679397,228679.397,0.000000,0.000,228.679397,228679.397
cubic,46004176916,5596173128874,5642177305790,14874264320.000,14874.264320,0.000,44.00,46.00,44.00,46.00,228.673553,228673.553,0.000000,0.000,228.673553,228673.553
cubic,46003996320,5642309451474,5688313447794,14874205696.000,14874.205696,0.000,44.00,47.00,44.00,47.00,228.818939,228818.939,0.000000,0.000,228.818939,228818.939
cubic,46003061356,5688445560338,5734448621694,14873903616.000,14873.903616,0.000,45.00,45.00,45.00,45.00,228.683944,228683.944,0.000000,0.000,228.683944,228683.944
dijkstra,59478204696,5734580725666,5794058930362,19230743552.000,19230.743552,0.000,44.00,48.00,44.00,48.00,326.724380,326724.380,0.000000,0.000,326.724380,326724.380
dijkstra,59409543896,5794193499986,5853603043882,19208543744.000,19208.543744,0.000,45.00,48.00,45.00,48.00,326.485107,326485.107,0.000000,0.000,326.485107,326485.107
dijkstra,59372721676,5853737596590,5913110318266,19196638208.000,19196.638208,0.000,45.00,48.00,45.00,48.00,326.507904,326507.904,0.000000,0.000,326.507904,326507.904
dijkstra,59385981188,5913244915542,5972630896730,19200925184.000,19200.925184,0.000,45.00,48.00,45.00,48.00,326.334640,326334.640,0.000000,0.000,326.334640,326334.640
dijkstra,59376917808,5972765504714,6032142422522,19197995008.000,19197.995008,0.000,45.00,48.00,45.00,48.00,326.406341,326406.341,0.000000,0.000,326.406341,326406.341
dijkstra,59372801896,6032417904071,6091790705967,19196664320.000,19196.664320,46.000,43.00,48.00,44.00,48.00,326.184387,326184.387,0.000000,0.000,326.184387,326184.387
dijkstra,59354512745,6092083598794,6151438111539,19190751232.000,19190.751232,50.000,43.00,49.00,44.00,49.00,326.301666,326301.666,0.000000,0.000,326.301666,326301.666
dijkstra,59377003448,6151571789919,6210948793367,19198022400.000,19198.022400,0.000,45.00,48.00,45.00,48.00,326.608703,326608.703,0.000000,0.000,326.608703,326608.703
dijkstra,59372699184,6211081650847,6270454350031,19196631040.000,19196.631040,0.000,45.00,48.00,45.00,48.00,326.382934,326382.934,0.000000,0.000,326.382934,326382.934
dijkstra,59373312988,6270587252047,6329960565035,19196829440.000,19196.829440,0.000,45.00,48.00,45.00,48.00,326.557250,326557.250,0.000000,0.000,326.557250,326557.250
dijkstra,59374095420,6330093437499,6389467532919,19197082368.000,19197.082368,0.000,45.00,49.00,45.00,49.00,326.964141,326964.141,0.000000,0.000,326.964141,326964.141
dijkstra,59373266116,6599542914983,6658916181099,19196814336.000,19196.814336,67469.000,39.00,47.00,40.00,47.00,324.871292,324871.292,0.000000,0.000,324.871292,324871.292
dijkstra,59373510524,6659052265191,6718425775715,19196893440.000,19196.893440,0.000,44.00,47.00,44.00,47.00,325.551925,325551.925,0.000000,0.000,325.551925,325551.925
dijkstra,59394344116,6718558591675,6777952935791,19203629312.000,19203.629312,0.000,44.00,48.00,44.00,48.00,325.886016,325886.016,0.000000,0.000,325.886016,325886.016
dijkstra,59397043932,6778085754263,6837482798195,19204502016.000,19204.502016,0.000,45.00,48.00,45.00,48.00,326.064483,326064.483,0.000000,0.000,326.064483,326064.483
dijkstra,59392739160,6837615625919,6897008365079,19203110656.000,19203.110656,0.000,45.00,48.00,45.00,48.00,326.121749,326121.749,0.000000,0.000,326.121749,326121.749
dijkstra,59391853516,7132119102007,7191510955523,19202823936.000,19202.823936,75779.000,37.00,47.00,40.00,47.00,324.156219,324156.219,0.000000,0.000,324.156219,324156.219
dijkstra,59404327956,7191646945371,7251051273327,19206857472.000,19206.857472,0.000,44.00,48.00,44.00,48.00,324.897277,324897.277,0.000000,0.000,324.897277,324897.277
dijkstra,59379430608,7251184018123,7310563448731,19198807552.000,19198.807552,0.000,44.00,47.00,44.00,48.00,325.319137,325319.137,0.000000,0.000,325.319137,325319.137
dijkstra,59450268168,7310696197991,7370146466159,19221711104.000,19221.711104,0.000,45.00,47.00,45.00,47.00,325.878829,325878.829,0.000000,0.000,325.878829,325878.829
dijkstra,59372001024,7370279219603,7429651220627,19196404992.000,19196.404992,0.000,45.00,48.00,45.00,48.00,325.641647,325641.647,0.000000,0.000,325.641647,325641.647
dijkstra,59405963324,7429784007515,7489189970839,19207386112.000,19207.386112,0.000,44.00,48.00,44.00,48.00,325.986038,325986.038,0.000000,0.000,325.986038,325986.038
dijkstra,59422126172,7489322705123,7548744831295,19212611840.000,19212.611840,0.000,45.00,48.00,45.00,48.00,326.231277,326231.277,0.000000,0.000,326.231277,326231.277
dijkstra,59465627888,7548877570111,7608343197999,19226676992.000,19226.676992,0.000,44.00,48.00,44.00,48.00,326.509826,326509.826,0.000000,0.000,326.509826,326509.826
dijkstra,59447263160,7608475952155,7667923215315,19220739328.000,19220.739328,0.000,45.00,48.00,45.00,48.00,326.555679,326555.679,0.000000,0.000,326.555679,326555.679
dijkstra,59448389960,7668055976163,7727504366123,19221103616.000,19221.103616,0.000,45.00,48.00,45.00,48.00,326.922302,326922.302,0.000000,0.000,326.922302,326922.302
dijkstra,59447404104,7727637126235,7787084530339,19220784896.000,19220.784896,0.000,45.00,48.00,45.00,48.00,326.927108,326927.108,0.000000,0.000,326.927108,326927.108
dijkstra,59435908117,8173988548226,8233424456343,19217068288.000,19217.068288,125190.000,37.00,47.00,39.00,47.00,323.955352,323955.352,0.000000,0.000,323.955352,323955.352
dijkstra,59431424596,8233561217943,8292992642539,19215618048.000,19215.618048,0.000,44.00,47.00,44.00,47.00,324.797210,324797.210,0.000000,0.000,324.797210,324797.210
dijkstra,59463033044,8293125309503,8352588342547,19225838336.000,19225.838336,0.000,44.00,48.00,44.00,48.00,325.408142,325408.142,0.000000,0.000,325.408142,325408.142
dijkstra,59431771520,8352721057319,8412152828839,19215730432.000,19215.730432,0.000,44.00,47.00,44.00,47.00,325.399337,325399.337,0.000000,0.000,325.399337,325399.337
dijkstra,59443323256,8412285517615,8471728840871,19219465472.000,19219.465472,0.000,44.00,48.00,44.00,48.00,325.687637,325687.637,0.000000,0.000,325.687637,325687.637
dijkstra,59426670888,8471861576951,8531288247839,19214081280.000,19214.081280,0.000,45.00,48.00,45.00,48.00,325.926559,325926.559,0.000000,0.000,325.926559,325926.559
dijkstra,59433170684,8531420952043,8590854122727,19216183040.000,19216.183040,0.000,45.00,48.00,45.00,48.00,326.096832,326096.832,0.000000,0.000,326.096832,326096.832
dijkstra,59433065096,8590986811795,8650419876891,19216148736.000,19216.148736,0.000,45.00,48.00,45.00,48.00,326.153717,326153.717,0.000000,0.000,326.153717,326153.717
dijkstra,59440277396,8650552598603,8709992875999,19218480640.000,19218.480640,0.000,45.00,48.00,45.00,48.00,326.338073,326338.073,0.000000,0.000,326.338073,326338.073
dijkstra,59437650234,9112644805381,9172082455615,19217631488.000,19217.631488,130653.000,37.00,46.00,39.00,46.00,323.499511,323499.511,0.000000,0.000,323.499511,323499.511
dijkstra,59442851648,9172219160211,9231662011859,19219312896.000,19219.312896,0.000,44.00,47.00,44.00,47.00,324.462051,324462.051,0.000000,0.000,324.462051,324462.051
dijkstra,59428752612,9231794657235,9291223409847,19214754304.000,19214.754304,0.000,44.00,47.00,44.00,47.00,325.020797,325020.797,0.000000,0.000,325.020797,325020.797
dijkstra,59436323628,9291356080683,9350792404311,19217202176.000,19217.202176,0.000,44.00,48.00,44.00,48.00,325.531753,325531.753,0.000000,0.000,325.531753,325531.753
dijkstra,59433155804,9350925072131,9410358227935,19216178176.000,19216.178176,0.000,44.00,48.00,44.00,48.00,325.739456,325739.456,0.000000,0.000,325.739456,325739.456
dijkstra,59430356916,9410490901379,9469921258295,19215273216.000,19215.273216,0.000,45.00,48.00,45.00,48.00,325.914886,325914.886,0.000000,0.000,325.914886,325914.886
dijkstra,59430549332,9479014885771,9538445435103,19215335424.000,19215.335424,2338.000,40.00,48.00,42.00,48.00,325.803512,325803.512,0.000000,0.000,325.803512,325803.512
dijkstra,59417492544,9538580508623,9597998001167,19211113728.000,19211.113728,0.000,44.00,47.00,44.00,48.00,326.088623,326088.623,0.000000,0.000,326.088623,326088.623
dijkstra,59347751500,9598130633855,9657478385355,19188564736.000,19188.564736,0.000,44.00,48.00,44.00,48.00,325.865951,325865.951,0.000000,0.000,325.865951,325865.951
dijkstra,59366565872,9657611065039,9716977630911,19194647808.000,19194.647808,0.000,44.00,48.00,44.00,48.00,325.950103,325950.103,0.000000,0.000,325.950103,325950.103
dijkstra,59372498680,9717110324431,9776482823111,19196566016.000,19196.566016,0.000,45.00,48.00,45.00,48.00,326.042816,326042.816,0.000000,0.000,326.042816,326042.816
dijkstra,59368059872,9776615510107,9835983569979,19195130880.000,19195.130880,0.000,45.00,49.00,45.00,49.00,326.087402,326087.402,0.000000,0.000,326.087402,326087.402
dijkstra,59360115612,9836116314335,9895476429947,19192562432.000,19192.562432,0.000,45.00,48.00,45.00,48.00,326.089004,326089.004,0.000000,0.000,326.089004,326089.004
dijkstra,59373291768,9895609171723,9954982463491,19196822784.000,19196.822784,0.000,45.00,49.00,45.00,49.00,326.157608,326157.608,0.000000,0.000,326.157608,326157.608
fdct,47406720728,10487691556707,10535098277435,15327740672.000,15327.740672,172167.000,37.00,45.00,38.00,45.00,253.934814,253934.814,0.000000,0.000,253.934814,253934.814
fdct,47412730308,10535233347611,10582646077919,15329683456.000,15329.683456,0.000,42.00,45.00,42.00,45.00,254.401123,254401.123,0.000000,0.000,254.401123,254401.123
fdct,47398398564,10582777120419,10630175518983,15325049600.000,15325.049600,0.000,43.00,45.00,43.00,45.00,254.497848,254497.848,0.000000,0.000,254.497848,254497.848
fdct,47402806144,10630306566811,10677709372955,15326475008.000,15326.475008,0.000,43.00,46.00,43.00,46.00,254.935653,254935.653,0.000000,0.000,254.935653,254935.653
fdct,47403981644,10677840402255,10725244383899,15326854912.000,15326.854912,0.000,44.00,46.00,44.00,46.00,255.192687,255192.687,0.000000,0.000,255.192687,255192.687
fdct,47396791456,10725375394211,10772772185667,15324530432.000,15324.530432,0.000,43.00,46.00,43.00,46.00,255.279891,255279.891,0.000000,0.000,255.279891,255279.891
fdct,47394805004,10772903193767,10820297998771,15323887616.000,15323.887616,0.000,44.00,46.00,44.00,46.00,255.564285,255564.285,0.000000,0.000,255.564285,255564.285
fdct,47410063128,10820429009259,10867839072387,15328821248.000,15328.821248,0.000,44.00,47.00,44.00,47.00,255.735824,255735.824,0.000000,0.000,255.735824,255735.824
fdct,47398383796,10867970065671,10915368449467,15325044992.000,15325.044992,0.000,44.00,47.00,44.00,47.00,255.756240,255756.240,0.000000,0.000,255.756240,255756.240
fdct,47401980148,10915499456159,10962901436307,15326208000.000,15326.208000,0.000,44.00,47.00,44.00,47.00,255.612411,255612.411,0.000000,0.000,255.612411,255612.411
fdct,47414565952,10963032459879,11010447025831,15330277120.000,15330.277120,0.000,44.00,47.00,44.00,47.00,255.771316,255771.316,0.000000,0.000,255.771316,255771.316
fdct,47406619284,11010578081303,11057984700587,15327707648.000,15327.707648,0.000,44.00,46.00,44.00,46.00,255.900543,255900.543,0.000000,0.000,255.900543,255900.543
fdct,47407283240,11058115750843,11105523034083,15327922688.000,15327.922688,0.000,44.00,47.00,44.00,47.00,256.000534,256000.534,0.000000,0.000,256.000534,256000.534
fdct,47415288484,11105654065443,11153069353927,15330510848.000,15330.510848,0.000,45.00,47.00,45.00,47.00,256.121749,256121.749,0.000000,0.000,256.121749,256121.749
