array_size,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,pkg_joules,pkg_mJ,dram_joules,dram_mJ,total_joules,total_mJ
2000,7669556,94446421015,94454090571,2480451.488,2.480451,0.031906,31.906,0.000000,0.000,0.031906,31.906
2000,7722956,94537254107,94544977063,2497721.863,2.497722,0.030532,30.532,0.000000,0.000,0.030532,30.532
2000,7651528,94628187779,94635839307,2474620.957,2.474621,0.046401,46.401,0.000000,0.000,0.046401,46.401
2000,7663048,94719044271,94726707319,2478346.701,2.478347,0.031845,31.845,0.000000,0.000,0.031845,31.845
2000,7687088,94809918403,94817605491,2486121.604,2.486122,0.031341,31.341,0.000000,0.000,0.031341,31.341
2000,7614320,94900821403,94908435723,2462587.322,2.462587,0.046463,46.463,0.000000,0.000,0.046463,46.463
2000,7638684,94991644183,94999282867,2470467.012,2.470467,0.045730,45.730,0.000000,0.000,0.045730,45.730
2000,7636140,95082499591,95090135731,2469644.243,2.469644,0.031692,31.692,0.000000,0.000,0.031692,31.692
2000,7666952,95173353751,95181020703,2479609.314,2.479609,0.030288,30.288,0.000000,0.000,0.030288,30.288
2000,7655728,95264222083,95271877811,2475979.301,2.475979,0.046310,46.310,0.000000,0.000,0.046310,46.310
2000,7634208,95355089547,95362723755,2469019.405,2.469019,0.031143,31.143,0.000000,0.000,0.031143,31.143
2000,7655424,95445944475,95453599899,2475880.983,2.475881,0.031188,31.188,0.000000,0.000,0.031188,31.188
50000,9468867392,95537082319,105005949711,3062376258.732,3062.376259,47.799072,47799.072,0.000000,0.000,47.799072,47799.072
50000,9502863156,105104762835,114607625991,3073371007.762,3073.371008,47.832061,47832.061,0.000000,0.000,47.832061,47832.061
50000,9509605276,114707233003,124216838279,3075551512.290,3075.551512,47.886306,47886.306,0.000000,0.000,47.886306,47886.306
50000,9516270744,124316480011,133832750755,3077707226.391,3077.707226,47.878997,47878.997,0.000000,0.000,47.878997,47878.997
50000,9515383516,133932376435,143447759951,3077420283.312,3077.420283,47.892333,47892.333,0.000000,0.000,47.892333,47892.333
50000,9510568060,143547397259,153057965319,3075862891.332,3075.862891,47.841491,47841.491,0.000000,0.000,47.841491,47841.491
50000,9507509548,153157599459,162665109007,3074873721.863,3074.873722,47.820983,47820.983,0.000000,0.000,47.820983,47820.983
50000,9517124052,162764759771,172281883823,3077983199.224,3077.983199,47.895111,47895.111,0.000000,0.000,47.895111,47895.111
50000,9510267024,172381520587,181891787611,3075765531.695,3075.765532,47.896362,47896.362,0.000000,0.000,47.896362,47896.362
50000,9513047984,181991445271,191504493255,3076664936.611,3076.664937,47.900863,47900.863,0.000000,0.000,47.900863,47900.863
50000,9512684724,191604161667,201116846391,3076547452.781,3076.547453,47.868789,47868.789,0.000000,0.000,47.868789,47868.789
50000,9517038360,201216518055,210733556415,3077955485.123,3077.955485,47.907516,47907.516,0.000000,0.000,47.907516,47907.516
50000,9515438668,210833214715,220348653383,3077438120.310,3077.438120,47.893981,47893.981,0.000000,0.000,47.893981,47893.981
50000,9478857924,220448332487,229927190411,3065607349.288,3065.607349,47.854782,47854.782,0.000000,0.000,47.854782,47854.782
50000,9476690416,230026862667,239503553083,3064906344.114,3064.906344,47.837768,47837.768,0.000000,0.000,47.837768,47837.768
50000,9519844612,239603239035,249123083647,3078863069.858,3078.863070,47.882217,47882.217,0.000000,0.000,47.882217,47882.217
50000,9498037932,249222767699,258720805631,3071810456.662,3071.810457,47.787887,47787.887,0.000000,0.000,47.787887,47787.887
50000,9518421828,258820488795,268338910623,3078402919.793,3078.402920,47.880508,47880.508,0.000000,0.000,47.880508,47880.508
50000,9508210180,268438629191,277946839371,3075100316.947,3075.100317,47.864639,47864.639,0.000000,0.000,47.864639,47864.639
50000,9517688936,278046564859,287564253795,3078165891.332,3078.165891,47.873153,47873.153,0.000000,0.000,47.873153,47873.153
50000,9511930168,287663949491,297175879659,3076303417.853,3076.303418,47.829421,47829.421,0.000000,0.000,47.829421,47829.421
50000,9520210640,297275597903,306795808543,3078981448.900,3078.981449,47.894348,47894.348,0.000000,0.000,47.894348,47894.348
50000,9519230724,306895523347,316414754071,3078664529.107,3078.664529,47.908950,47908.950,0.000000,0.000,47.908950,47908.950
50000,9516369620,316514463787,326030833407,3077739204.398,3077.739204,47.894699,47894.699,0.000000,0.000,47.894699,47894.699
50000,9503801592,326130554747,335634356339,3073674512.290,3073.674512,47.911315,47911.315,0.000000,0.000,47.911315,47911.315
50000,9508265132,335734080791,345242345923,3075118089.263,3075.118089,47.822662,47822.662,0.000000,0.000,47.822662,47822.662
50000,9514200948,345342090543,354856291491,3077037822.768,3077.037823,47.869461,47869.461,0.000000,0.000,47.869461,47869.461
50000,9502299576,354956041315,364458340891,3073188737.387,3073.188737,47.873626,47873.626,0.000000,0.000,47.873626,47873.626
50000,9501491460,364558096007,374059587467,3072927380.336,3072.927380,47.890365,47890.365,0.000000,0.000,47.890365,47890.365
50000,9511499656,374159330695,383670830351,3076164183.700,3076.164184,47.868743,47868.743,0.000000,0.000,47.868743,47868.743
100000,39334122488,383770905151,423105027639,12721255655.886,12721.255656,198.766738,198766.738,0.000000,0.000,198.766738,198766.738
100000,39350319384,423211589903,462561909287,12726493979.301,12726.493979,198.786895,198786.895,0.000000,0.000,198.786895,198786.895
100000,39372336568,462668471287,502040807855,12733614672.704,12733.614673,198.966873,198966.873,0.000000,0.000,198.966873,198966.873
100000,39368586328,502147412087,541515998415,12732401787.840,12732.401788,198.886199,198886.199,0.000000,0.000,198.886199,198886.199
